
euroQuiz.txt;EuroQuiz;8;2;1389605148.23
euroQuiz.txt;EuroQuiz;8;2;11.6530001163
euroQuiz.txt;EuroQuiz;8;2;16.9579999447
euroQuiz.txt;EuroQuiz;8;8;16.9419999123
euroQuiz.txt;;8;8;22.7200000286
euroQuiz.txt;;8;4;1389608073.64
euroQuiz.txt;;8;2;20.0610001087
euroQuiz.txt;EuroQuiz
;8;0;53.9500000477
euroQuiz.txt;EuroQuiz
;8;0;1389623384.17
euroQuiz.txt;EuroQuiz
;8;0;7.88000011444
euroQuiz.txt;EuroQuiz
;8;3;24.6700000763
euroQuiz.txt;EuroQuiz
;8;0;1389624173.56
euroQuiz.txt;EuroQuiz
;8;7;1389626112.92
euroQuiz.txt;EuroQuiz
;8;8;32.6199998856
euroQuiz.txt;EuroQuiz
;8;8;23.620000124
euroQuiz.txt;EuroQuiz
;8;8;23.0829999447
Kantonsquiz.txt;Kantonsquiz
;8;8;25.1010000706
Kantonsquiz.txt;Kantonsquiz
;8;7;106.47300005
missingWordQuiz.txt;EuroQuiz
;8;0;1389705028.17
missingWordQuiz.txt;EuroQuiz
;8;1;1389705213.87
missingWordQuiz.txt;EuroQuiz
;8;1;1389707111.87
missingWordQuiz.txt;EuroQuiz;8;6;23.0399999619
missingWordQuiz.txt;EuroQuiz;8;6;18.2400000095
missingWordQuiz.txt;EuroQuiz;8;8;1389712662.24
missingWordQuiz.txt;EuroQuiz;8;8;15.1900000572
missingWordQuiz.txt;EuroQuiz;8;0;9495.23099995
missingWordQuiz.txt;EuroQuiz;8;0;1389876210.91
missingWordQuiz.txt;EuroQuiz;8;105.0;43.265999794
missingWordQuiz.txt;EuroQuiz;8;105.0;37.7369999886
missingWordQuiz.txt;EuroQuiz;8;-100.0;24.2430000305
missingWordQuiz.txt;EuroQuiz;8;7.0;31.3099999428
missingWordQuiz.txt;EuroQuiz;8;0.0;41.2780001163
missingWordQuiz.txt;EuroQuiz;8;6.0;1389946339.17
missingWordQuiz.txt;EuroQuiz;8;1.0;44.3199999332
missingWordQuiz.txt;EuroQuiz;8;7.0;1389946609.27
missingWordQuiz.txt;EuroQuiz;8;0.0;28.0020000935
missingWordQuiz.txt;EuroQuiz;8;0.0;1389949070.85
missingWordQuiz.txt;EuroQuiz;8;7.0;25.2570002079
missingWordQuiz.txt;EuroQuiz;8;0.0;1389950948.19
missingWordQuiz.txt;EuroQuiz;8;7.0;1389951047.36
missingWordQuiz.txt;EuroQuiz;8;1.0;51.1510000229
missingWordQuiz.txt;EuroQuiz;8;8.0;17.7410001755
missingWordQuiz.txt;EuroQuiz;8;0.0;1389956319.47
missingWordQuiz.txt;EuroQuiz;8;7.0;63.6909999847
missingWordQuiz.txt;EuroQuiz;8;0.0;18.3609998226
Kantonsquiz.txt;Kantonsquiz;8;7.0;42.6669998169
missingWordQuiz.txt;EuroQuiz;8;9.0;29.1210000515
missingWordQuiz.txt;EuroQuiz;8;8.0;25.4089999199
